202	3R	+	4641963	4643292	FBtr0078856	3	1098	Q8IH24	MED31	27.065239	39.161209
203	3R	+	4641963	4643292	FBtr0078857	4	823	Q8IH24	MED31	47.140511	68.208504
204	3R	+	4641963	4643292	FBtr0305312	4	818	Q8IH24	MED31	1.470596	2.127833
205	3R	+	4641963	4643292	FBtr0336456	3	1092	Q8IH24	MED31	0.843384	1.220308
206	3R	+	4641963	4643292	FBtr0345249	3	678	Q8IH24	MED31	0.000000	0.000000
207	3R	+	4641963	4644636	FBtr0301296	2	1139	Q9VN41	slx1	5.343610	7.731771
214	3R	+	4654800	4657985	FBtr0078861	4	2130	Q9VN45	spartin	0.600939	0.869510
215	3R	+	4655159	4657985	FBtr0308820	4	1962	Q9VN45	spartin	0.000000	0.000000
216	3R	+	4659579	4705261	FBtr0308849	9	5335	Q0KIC3	CG43427	0.000000	0.000000
217	3R	+	4659579	4705261	FBtr0308850	8	5897	Q0KIC3	CG43427	0.000000	0.000000
218	3R	+	4659579	4705261	FBtr0308851	9	5552	Q0KIC3	CG43427	0.000000	0.000000
219	3R	+	4659579	4711945	FBtr0308852	15	6180	Q0KIC3	CG43427	0.000000	0.000000
220	3R	+	4659579	4711945	FBtr0308855	14	6075	Q0KIC3	CG43427	0.000000	0.000000
221	3R	+	4659579	4711945	FBtr0308856	15	6282	Q0KIC3	CG43427	0.000000	0.000000
222	3R	+	4659579	4711945	FBtr0308857	14	7012	Q0KIC3	CG43427	0.000000	0.000000
223	3R	+	4659579	4712193	FBtr0308858	14	7014	Q0KIC3	CG43427	0.000000	0.000000
227	3R	+	4706146	4711945	FBtr0308853	6	3810	Q0KIC3	CG43427	0.000000	0.000000
228	3R	+	4706146	4712193	FBtr0308854	7	4163	Q0KIC3	CG43427	0.000000	0.000000
229	3R	-	4712882	4714182	FBtr0078892	1	1301	Q9VN50	CG9769	167.385086	242.192657
231	3R	-	4719458	4731878	FBtr0333922	9	3103	A0A0B4K692	Nep2	0.000000	0.000000
232	3R	-	4719798	4731878	FBtr0078891	9	2763	A0A0B4K692	Nep2	0.000000	0.000000
233	3R	-	4719798	4731878	FBtr0305133	10	2796	A0A0B4K692	Nep2	0.000000	0.000000
269	3R	+	4811444	4815812	FBtr0345175	5	2499	Q7JZB4	CG1129	5.416169	7.836758
270	3R	+	4813335	4815812	FBtr0078870	4	1641	Q7JZB4	CG1129	8.237056	11.918352
271	3R	+	4813335	4816025	FBtr0078871	5	1715	Q7JZB4	CG1129	0.000000	0.000000
272	3R	+	4813639	4816025	FBtr0345174	3	1612	Q7JZB4	CG1129	1.284017	1.857869
279	3R	+	4852813	4869979	FBtr0078836	3	2939	P39768	opa	0.000000	0.000000
283	3R	+	4906622	4910081	FBtr0078837	4	3208	P35600	Gnf1	44.310249	64.113342
284	3R	+	4906622	4910081	FBtr0100159	4	3274	P35600	Gnf1	3.840998	5.557612
291	3R	-	4948755	4952682	FBtr0078849	3	2166	P25153	Ubc6	18.655113	26.992437
292	3R	-	4949779	4952682	FBtr0306106	3	1142	P25153	Ubc6	35.382641	51.195812
307	3R	-	5077779	5087072	FBtr0308119	1	9294	P41046	corto	0.480931	0.695868
308	3R	-	5083176	5086712	FBtr0308118	1	3537	P41046	corto	1.263718	1.828498
309	3R	-	5083721	5086712	FBtr0345141	1	2992	P41046	corto	44.862663	64.912643
310	3R	-	5083721	5087072	FBtr0308120	1	3352	P41046	corto	1.333464	1.929414
311	3R	-	5084037	5087072	FBtr0078844	1	3036	P41046	corto	1.403219	2.030344
344	3R	-	5236092	5237315	FBtr0078825	3	960	Q9VN91	rtp	0.000000	0.000000
345	3R	-	5237651	5251745	FBtr0078822	5	1882	Q9VN93	CG12163	70.647537	102.221260
346	3R	-	5237651	5251745	FBtr0078823	6	2299	Q9VN93	CG12163	0.000000	0.000000
348	3R	-	5243152	5251745	FBtr0303994	2	1425	Q9VN93	CG12163	0.000000	0.000000
353	3R	-	5255444	5256681	FBtr0078821	3	867	Q9VN95	CG12173	11.979153	17.332863
356	3R	-	5258336	5262692	FBtr0078820	2	991	Q9VN97	Tim17a2	0.000000	0.000000
386	3R	+	5300145	5301186	FBtr0078784	3	785	Q9VNA0	Tim17b1	0.000000	0.000000
388	3R	+	5355092	5356748	FBtr0078785	5	945	Q9VNA4	CG1161	29.318518	42.421516
389	3R	+	5355092	5356748	FBtr0335000	4	1241	Q9VNA4	CG1161	2.346750	3.395557
390	3R	-	5357012	5358175	FBtr0078806	3	1026	Q9VNA5	Prosbeta7	94.428848	136.630890
391	3R	-	5357012	5358364	FBtr0078805	3	1215	Q9VNA5	Prosbeta7	79.739914	115.377190
399	3R	+	5371795	5372397	FBtr0078787	2	541	Q24320	RpII18	45.619225	66.007324
400	3R	-	5372592	5374634	FBtr0078802	3	1927	Q9VNA8	hd	7.982045	11.549373
412	3R	-	5397643	5399196	FBtr0078797	4	1362	Q9VNB3	Or83a	0.000000	0.000000
415	3R	-	5407183	5410469	FBtr0078794	7	1929	Q9VNB5	Orco	0.000000	0.000000
416	3R	-	5407183	5412406	FBtr0113193	7	1743	Q9VNB5	Orco	0.000000	0.000000
422	3R	-	5458563	5463120	FBtr0330027	4	4169	Q9NIV1	PEK	0.000000	0.000000
423	3R	-	5458563	5463895	FBtr0330026	4	4265	Q9NIV1	PEK	30.923561	44.743885
424	3R	-	5458563	5464753	FBtr0078770	4	4639	Q9NIV1	PEK	30.818930	44.592495
446	3R	-	5508842	5523328	FBtr0078763	15	4170	Q24418	Nmdar1	0.000000	0.000000
447	3R	+	5517117	5539284	FBtr0078686	19	10132	P29993	Itp-r83A	0.000000	0.000000
448	3R	+	5517117	5539284	FBtr0078687	20	10159	P29993	Itp-r83A	0.000000	0.000000
449	3R	+	5517117	5539411	FBtr0344265	19	10304	P29993	Itp-r83A	0.000000	0.000000
458	3R	-	5552823	5554316	FBtr0078758	4	953	Q27869	Pcmt	8.534684	12.348996
459	3R	-	5552823	5554316	FBtr0339519	4	998	Q27869	Pcmt	0.000000	0.000000
471	3R	+	5568921	5570491	FBtr0078693	5	1225	Q9VND8	Rheb	0.000000	0.000000
472	3R	+	5568921	5570491	FBtr0078694	6	1059	Q9VND8	Rheb	0.000000	0.000000
478	3R	+	5588873	5589703	FBtr0078699	1	831	Q9VNE1	rev7	2.183759	3.159722
479	3R	-	5589601	5591459	FBtr0078751	1	1859	O46106	noi	37.910168	54.852940
483	3R	-	5595364	5601136	FBtr0078744	8	2123	Q9VNE2	kra	57.873188	83.737808
484	3R	-	5595873	5599573	FBtr0078750	7	1701	Q9VNE2	kra	27.114721	39.232803
485	3R	-	5595873	5600571	FBtr0078746	9	1906	Q9VNE2	kra	108.101273	156.413773
486	3R	-	5595873	5600571	FBtr0078747	8	1776	Q9VNE2	kra	26.214575	37.930363
487	3R	-	5595873	5600571	FBtr0078748	8	2026	Q9VNE2	kra	201.342270	291.325958
488	3R	-	5595873	5600571	FBtr0078749	9	1847	Q9VNE2	kra	48.757587	70.548279
489	3R	-	5595873	5601136	FBtr0078745	8	1614	Q9VNE2	kra	76.124397	110.145836
502	3R	-	5607275	5613112	FBtr0078741	8	2902	Q94547	Rga	42.694729	61.775814
503	3R	-	5607343	5612810	FBtr0345140	8	2514	Q94547	Rga	2.137049	3.092137
504	3R	-	5607343	5613112	FBtr0078742	8	2816	Q94547	Rga	1.921769	2.780644
507	3R	+	5613358	5615939	FBtr0078704	4	2351	Q94546	Atu	35.808605	51.812149
508	3R	-	5616644	5624125	FBtr0078739	3	1748	Q9VNE7	Spec2	0.000000	0.000000
511	3R	+	5624474	5625947	FBtr0078705	3	722	Q9VNE9	RpL13A	905.988220	1310.891479
512	3R	+	5624474	5625947	FBtr0335214	3	903	Q9VNE9	RpL13A	0.000000	0.000000
535	3R	+	5655139	5656336	FBtr0078712	3	1080	Q9VNG0	MED27	20.988577	30.368771
536	3R	-	5656236	5659912	FBtr0078730	4	2415	Q9VNG1	CG2182	38.467213	55.658936
553	3R	-	5712975	5716805	FBtr0078725	4	3151	Q7M3M8	cas	0.000000	0.000000
554	3R	-	5712975	5716805	FBtr0339518	5	2845	Q7M3M8	cas	0.000000	0.000000
556	3R	+	5733513	5734702	FBtr0078720	3	1051	Q9VNH1	CG1239	0.000000	0.000000
557	3R	+	5733513	5734702	FBtr0343988	3	1058	Q9VNH1	CG1239	0.000000	0.000000
558	3R	+	5733513	5734702	FBtr0343989	3	1052	Q9VNH1	CG1239	0.000000	0.000000
562	3R	-	5738178	5742476	FBtr0078723	5	3986	Q8MSU4	Sym	30.571102	44.233906
563	3R	+	5742510	5746862	FBtr0078722	2	3501	Q9Y0Y6	Madm	12.160784	17.595669
565	3R	-	5754932	5758997	FBtr0078677	9	3363	Q9VNH6	Sec8	0.000000	0.000000
578	3R	+	5779315	5780763	FBtr0078625	3	1104	Q7K1V5	jagn	28.257946	40.886955
579	3R	+	5779315	5781308	FBtr0078624	3	1649	Q7K1V5	jagn	18.918602	27.373686
591	3R	+	5791879	5793383	FBtr0078630	1	1505	Q9VNI3	CG1218	50.122925	72.523811
621	3R	-	5849697	5856311	FBtr0078665	7	4884	Q9VNJ5	disp	17.676975	25.577152
623	3R	+	5856585	5857914	FBtr0078647	1	1330	Q9U6M0	ECSIT	17.894737	25.892235
636	3R	-	5972155	5975098	FBtr0345250	5	885	P54193	Obp83a	0.000000	0.000000
637	3R	-	5972155	5975229	FBtr0345251	5	823	P54193	Obp83a	0.000000	0.000000
638	3R	-	5972155	5975245	FBtr0078656	5	839	P54193	Obp83a	0.000000	0.000000
639	3R	-	5976177	5976817	FBtr0078655	3	528	Q23970	Obp83b	0.000000	0.000000
642	3R	-	6000426	6008573	FBtr0302597	6	3153	P19109	Rm62	0.000000	0.000000
643	3R	-	6000426	6008579	FBtr0309320	7	3683	P19109	Rm62	0.000000	0.000000
644	3R	-	6000431	6007728	FBtr0078654	6	2833	P19109	Rm62	0.000000	0.000000
645	3R	-	6000431	6008573	FBtr0078651	6	3087	P19109	Rm62	3.554281	5.142756
646	3R	-	6000431	6008573	FBtr0078652	5	2995	P19109	Rm62	120.074654	173.738281
647	3R	-	6000431	6008573	FBtr0078653	6	3160	P19109	Rm62	0.000000	0.000000
648	3R	-	6000431	6008579	FBtr0078649	7	2849	P19109	Rm62	5.889774	8.522026
649	3R	-	6000431	6008579	FBtr0078650	6	2757	P19109	Rm62	212.169281	306.991760
650	3R	-	6000431	6008579	FBtr0301947	6	2760	P19109	Rm62	0.963579	1.394221
651	3R	-	6000431	6008579	FBtr0309319	6	4362	P19109	Rm62	0.000000	0.000000
652	3R	-	6000431	6008579	FBtr0309321	7	3793	P19109	Rm62	0.000000	0.000000
653	3R	-	6000431	6008579	FBtr0309322	7	3411	P19109	Rm62	0.000000	0.000000
661	3R	-	6076804	6078283	FBtr0078620	5	1194	Q9VNK9	Or83c	0.000000	0.000000
669	3R	+	6122592	6123422	FBtr0078585	3	694	Q9VNL3	Vha14-2	0.000000	0.000000
670	3R	+	6122592	6123422	FBtr0309511	4	592	Q9VNL3	Vha14-2	0.000000	0.000000
671	3R	+	6122592	6124405	FBtr0309512	4	1575	Q9VNL3	Vha14-2	0.000000	0.000000
676	3R	-	6150116	6157235	FBtr0078616	2	2003	Q9VNL4	CG31559	0.000000	0.000000
681	3R	+	6187315	6195403	FBtr0078590	5	3214	Q9VNM1	NPFR	0.000000	0.000000
682	3R	+	6187315	6195403	FBtr0308316	7	2433	Q9VNM1	NPFR	0.000000	0.000000
683	3R	+	6187315	6195403	FBtr0308317	7	2465	Q9VNM1	NPFR	0.000000	0.000000
684	3R	+	6187315	6195403	FBtr0308318	6	2502	Q9VNM1	NPFR	0.000000	0.000000
722	3R	-	6345000	6345911	FBtr0081737	2	778	Q9VI10	SmD2	83.185547	120.362747
752	3R	+	6380467	6382604	FBtr0081719	4	1938	Q05913	TfIIFalpha	37.170822	53.783169
762	3R	+	6406855	6445475	FBtr0334322	7	8396	Q8INR6	gpp	20.589960	29.792002
763	3R	+	6406857	6445996	FBtr0303787	9	7305	Q8INR6	gpp	0.000000	0.000000
764	3R	+	6406857	6445996	FBtr0303788	8	7691	Q8INR6	gpp	0.000000	0.000000
765	3R	+	6406857	6448007	FBtr0303789	9	8391	Q8INR6	gpp	1.857025	2.686965
766	3R	+	6406857	6449274	FBtr0303790	10	10196	Q8INR6	gpp	0.000000	0.000000
774	3R	+	6468437	6471016	FBtr0081729	1	2580	Q9VI25	Neurochondrin	0.000000	0.000000
804	3R	-	6642262	6644434	FBtr0337022	3	1456	O97069	CG1315	0.000000	0.000000
805	3R	-	6642309	6644434	FBtr0081699	3	1409	O97069	CG1315	0.000000	0.000000
806	3R	+	6646889	6656048	FBtr0081684	14	6552	P51123	Taf1	0.000000	0.000000
807	3R	+	6646889	6656048	FBtr0081685	16	6744	P51123	Taf1	0.000000	0.000000
808	3R	+	6646889	6656048	FBtr0081686	15	6651	P51123	Taf1	0.000000	0.000000
809	3R	+	6646889	6656048	FBtr0301622	15	6645	P51123	Taf1	0.000000	0.000000
810	3R	+	6646889	6656048	FBtr0304903	16	6873	P51123	Taf1	0.000000	0.000000
811	3R	+	6646889	6656048	FBtr0345257	15	6648	P51123	Taf1	0.000000	0.000000
812	3R	-	6656030	6657442	FBtr0346140	2	1159	O97067	CG1307	32.375755	46.845093
813	3R	-	6656290	6657442	FBtr0301623	2	899	O97067	CG1307	41.739155	60.393173
814	3R	-	6656290	6657782	FBtr0339933	3	970	O97067	CG1307	0.000000	0.000000
817	3R	-	6661427	6663454	FBtr0308035	3	1586	P10105	lab	0.000000	0.000000
818	3R	-	6661427	6678590	FBtr0081696	3	2775	P10105	lab	0.000000	0.000000
819	3R	+	6684445	6685157	FBtr0081688	2	652	P27780	Edg84A	0.000000	0.000000
828	3R	-	6707800	6742063	FBtr0089276	9	3728	P31264	pb	0.000000	0.000000
829	3R	-	6707800	6742063	FBtr0089277	9	3713	P31264	pb	0.000000	0.000000
830	3R	-	6707800	6742063	FBtr0089278	8	3713	P31264	pb	0.000000	0.000000
831	3R	-	6707800	6742063	FBtr0089279	8	3698	P31264	pb	0.000000	0.000000
832	3R	-	6743135	6744074	FBtr0290296	1	940	P09090	zen2	1.489362	2.154986
833	3R	-	6743135	6744136	FBtr0081671	2	935	P09090	zen2	0.000000	0.000000
835	3R	-	6752864	6754194	FBtr0081670	2	1267	P09089	zen	0.000000	0.000000
836	3R	-	6755842	6759466	FBtr0081664	2	1479	P09081	bcd	0.000000	0.000000
837	3R	-	6755842	6759466	FBtr0081665	4	2499	P09081	bcd	29.046625	42.028111
838	3R	-	6755842	6759466	FBtr0081666	4	2536	P09081	bcd	0.875184	1.266320
839	3R	-	6755842	6759466	FBtr0081667	4	2521	P09081	bcd	0.874779	1.265734
840	3R	-	6755842	6759466	FBtr0081668	4	2514	P09081	bcd	6.971535	10.087247
843	3R	+	6762593	6765261	FBtr0081618	2	1833	P15364	Ama	0.000000	0.000000
844	3R	+	6763404	6765261	FBtr0081619	2	1542	P15364	Ama	0.000000	0.000000
845	3R	+	6763404	6765261	FBtr0081620	2	1526	P15364	Ama	0.000000	0.000000
852	3R	+	6791836	6802428	FBtr0081621	5	2739	P07548	Dfd	0.000000	0.000000
865	3R	-	6823120	6848505	FBtr0081657	3	4140	P09077	Scr	0.000000	0.000000
866	3R	-	6823120	6849981	FBtr0081658	3	3987	P09077	Scr	0.000000	0.000000
874	3R	+	6864324	6866244	FBtr0081625	2	1774	P02835	ftz	0.000000	0.000000
878	3R	-	6896253	6932840	FBtr0081648	6	4890	P02833	Antp	0.000000	0.000000
879	3R	-	6896253	6932840	FBtr0081652	6	4902	P02833	Antp	0.000000	0.000000
880	3R	-	6896253	6932840	FBtr0081653	5	4863	P02833	Antp	0.000000	0.000000
881	3R	-	6896253	6932840	FBtr0081656	5	4851	P02833	Antp	0.000000	0.000000
882	3R	-	6896253	6999228	FBtr0081647	7	4691	P02833	Antp	0.000000	0.000000
883	3R	-	6896253	6999228	FBtr0081649	6	4640	P02833	Antp	0.000000	0.000000
884	3R	-	6896253	6999228	FBtr0081650	6	4652	P02833	Antp	0.000000	0.000000
885	3R	-	6896253	6999228	FBtr0081651	7	4679	P02833	Antp	0.000000	0.000000
886	3R	-	6897665	6932840	FBtr0081655	6	3490	P02833	Antp	0.000000	0.000000
887	3R	-	6897665	6999228	FBtr0081654	7	3279	P02833	Antp	0.000000	0.000000
889	3R	-	6907018	6932840	FBtr0081646	5	4111	P02833	Antp	0.000000	0.000000
895	3R	+	7059315	7060524	FBtr0089741	2	1132	O01352	dj	0.000000	0.000000
896	3R	+	7059315	7060524	FBtr0089742	2	1152	O01352	dj	0.000000	0.000000
897	3R	+	7059316	7060524	FBtr0305962	1	1209	O01352	dj	0.000000	0.000000
906	3R	-	7071624	7074452	FBtr0081643	5	2574	Q9VI55	CG1104	10.431252	15.093176
907	3R	-	7071624	7074452	FBtr0305316	6	2482	Q9VI55	CG1104	0.000000	0.000000
915	3R	-	7083225	7085563	FBtr0081641	8	1792	Q9VI58	CG1091	2.421201	3.503281
916	3R	-	7083225	7086083	FBtr0081640	9	1943	Q9VI58	CG1091	45.674530	66.087341
917	3R	-	7083225	7086083	FBtr0333326	9	1952	Q9VI58	CG1091	0.962969	1.393338
919	3R	+	7086599	7088839	FBtr0081639	2	1752	P06603	alphaTub84B	889.226868	1286.639160
922	3R	+	7093935	7094727	FBtr0344948	3	662	Q9VI60	e(y)2b	0.000000	0.000000
923	3R	+	7094038	7094727	FBtr0081562	3	559	Q9VI60	e(y)2b	0.000000	0.000000
938	3R	-	7112850	7117732	FBtr0346967	2	3071	Q24400	Mlp84B	0.000000	0.000000
939	3R	-	7113522	7116716	FBtr0081617	2	2382	Q24400	Mlp84B	0.000000	0.000000
940	3R	-	7113522	7117732	FBtr0081616	2	2399	Q24400	Mlp84B	0.000000	0.000000
963	3R	+	7162808	7183702	FBtr0334884	9	4763	Q04164	sas	0.000000	0.000000
964	3R	+	7162808	7183702	FBtr0334885	11	6236	Q04164	sas	0.000000	0.000000
965	3R	+	7162890	7183702	FBtr0081570	10	5916	Q04164	sas	0.000000	0.000000
966	3R	+	7162890	7183702	FBtr0081571	10	5115	Q04164	sas	0.000000	0.000000
967	3R	-	7184101	7186673	FBtr0081605	3	2422	Q9VI74	CG10055	52.993324	76.677040
968	3R	+	7186994	7195358	FBtr0305153	12	2984	Q9VI75	lap	0.000000	0.000000
969	3R	+	7186994	7199283	FBtr0305154	15	3249	Q9VI75	lap	0.000000	0.000000
970	3R	+	7186994	7200941	FBtr0081572	11	4341	Q9VI75	lap	0.000000	0.000000
971	3R	+	7186994	7200941	FBtr0302183	15	5126	Q9VI75	lap	0.000000	0.000000
972	3R	+	7186994	7200941	FBtr0302184	16	5216	Q9VI75	lap	0.000000	0.000000
973	3R	+	7186994	7200941	FBtr0305155	15	4871	Q9VI75	lap	0.000000	0.000000
974	3R	+	7186994	7200941	FBtr0334886	14	4964	Q9VI75	lap	0.000000	0.000000
975	3R	+	7186994	7200941	FBtr0334887	16	5180	Q9VI75	lap	0.000000	0.000000
976	3R	+	7186994	7200941	FBtr0334888	14	4886	Q9VI75	lap	0.000000	0.000000
988	3R	-	7244232	7246969	FBtr0081599	4	2572	Q9VI82	CG1234	27.627317	39.974487
994	3R	-	7250725	7251555	FBtr0081597	4	663	P54194	Obp84a	0.000000	0.000000
995	3R	-	7250725	7251957	FBtr0300016	5	782	P54194	Obp84a	0.000000	0.000000
996	3R	-	7252063	7265703	FBtr0081596	4	2899	P18173	Gld	0.000000	0.000000
1000	3R	-	7272617	7277479	FBtr0299637	3	3565	Q9VI93	rn	0.000000	0.000000
1001	3R	-	7272617	7302233	FBtr0299639	8	4270	Q9VI93	rn	0.000000	0.000000
1002	3R	-	7272617	7309629	FBtr0300518	9	5014	Q9VI93	rn	0.000000	0.000000
1003	3R	-	7272617	7309629	FBtr0330140	9	5014	Q9VI93	rn	0.000000	0.000000
1005	3R	+	7285962	7287451	FBtr0081581	2	1354	P40809	RacGAP84C	0.000000	0.000000
1006	3R	+	7285962	7287629	FBtr0081580	3	1412	P40809	RacGAP84C	0.000000	0.000000
1018	3R	-	7363307	7363773	FBtr0081588	2	415	Q01645	Mst84Dd	0.000000	0.000000
1019	3R	-	7364254	7364673	FBtr0081587	2	363	Q01644	Mst84Dc	0.000000	0.000000
1020	3R	-	7364254	7364673	FBtr0112841	2	359	Q01644	Mst84Dc	0.000000	0.000000
1021	3R	-	7365160	7365627	FBtr0081586	2	415	Q01643	Mst84Db	0.000000	0.000000
1022	3R	+	7365850	7366262	FBtr0081584	2	358	Q01642	Mst84Da	0.000000	0.000000
1050	3R	-	7518820	7519456	FBtr0081552	1	637	P52487	Ubc84D	0.000000	0.000000
1056	3R	+	7530753	7532732	FBtr0081538	1	1980	P06605	alphaTub84D	119.140068	172.386017
1081	3R	+	7759786	7763426	FBtr0081740	6	1851	Q9V3Z2	Sp7	0.000000	0.000000
1082	3R	+	7761032	7763426	FBtr0339180	5	1418	Q9V3Z2	Sp7	0.000000	0.000000
1083	3R	+	7761032	7763573	FBtr0339181	5	1565	Q9V3Z2	Sp7	0.000000	0.000000
1103	3R	+	7814361	7853900	FBtr0112625	12	7200	A8JQ65	CG34384	0.000000	0.000000
1104	3R	+	7814361	7853900	FBtr0304919	13	7128	A8JQ65	CG34384	0.000000	0.000000
1105	3R	+	7814361	7853900	FBtr0304920	13	7323	A8JQ65	CG34384	0.000000	0.000000
1106	3R	+	7814361	7853900	FBtr0344342	12	7197	A8JQ65	CG34384	0.000000	0.000000
1107	3R	+	7814361	7855392	FBtr0304918	12	8761	A8JQ65	CG34384	0.000000	0.000000
1108	3R	+	7822035	7853900	FBtr0302036	11	6162	A8JQ65	CG34384	0.000000	0.000000
1128	3R	+	7907333	7909721	FBtr0081756	3	2261	Q9VHY5	Taf7	0.000000	0.000000
1129	3R	+	7907638	7909190	FBtr0114520	2	1489	Q9VHY5	Taf7	39.154140	56.652866
1130	3R	-	7909598	7911779	FBtr0081764	2	2102	Q27601	Prat	0.000000	0.000000
1131	3R	-	7909598	7911779	FBtr0304705	2	2105	Q27601	Prat	10.445580	15.113907
1132	3R	-	7912017	7913290	FBtr0081763	2	1210	O76206	CG2846	4.165289	6.026835
1133	3R	-	7912230	7913290	FBtr0339712	2	997	O76206	CG2846	5.055165	7.314414
